ID,Generator,Status,Result Status,Proxy Role,Keep SR,Has SR,Optimal,Rating,CPOR,PERMI_37,PERMI_38,PERMJ_37,PERMJ_38,PERMK_37,PERMK_38,POR_38,PRPOR,POR_37,GAS_MASS_INJ,GAS_MASS_PRD,WBP_INJ,WBP_PRD,WBT_INJ,WBT_PRD,Execution Node,Derived Case Name,MCMC Count,Comment
286,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,3.70E-06,276.67304,1240.3442,1280.4971,480.11472,260.61185,1395.6023,0.18891013,9948.3748,0.13900574,0,0,22352.271,22266.012,25,88.581818,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00286,0,
287,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,7.36E-06,1154.6845,383.74761,142.82983,619.31166,1205.5449,721.0325,0.39541109,7749.522,0.22562141,0,0,22206.225,22129.658,25,90.723824,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00287,0,
288,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,6.35E-06,911.08987,1090.4398,1162.7151,967.30402,225.81262,279.3499,0.21185468,1248.566,0.20497132,0,0,22581.154,22495.121,25,89.729912,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00288,0,
289,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,5.92E-06,1301.912,969.98088,718.35564,667.49522,779.92352,621.98853,0.25258126,6066.9216,0.13441683,0,0,22676.117,22589.117,25,91.260254,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00289,0,
290,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,9.20E-06,410.51625,528.29828,603.25048,279.3499,860.22945,335.56405,0.316826,8399.6176,0.34894837,0,0,22564.098,22492.795,25,89.145378,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00290,0,
291,LatinHyperCube,Complete,AbnormalTermination,Training,Auto,FALSE,FALSE,0,9.30E-06,592.54302,630.01912,132.12237,549.71319,1323.327,514.91396,0.2376673,5933.0784,0.31969407,,,,,,,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00291,0,
292,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,7.27E-06,1323.327,209.75143,1467.8776,605.92734,1130.5927,343.59465,0.12982792,7424.4742,0.21873805,0,0,22920.256,22833.654,25,87.630341,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00292,0,
293,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,5.38E-06,1299.2352,1395.6023,252.58126,1336.7113,699.61759,1052.9637,0.13556405,8934.9904,0.32715105,0,0,21791.738,21711.096,25,90.880531,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00293,0,
294,LatinHyperCube,Complete,AbnormalTermination,Training,Auto,FALSE,FALSE,0,7.99E-06,1307.2658,201.72084,1133.2696,1307.2658,986.04207,552.39006,0.10975143,8590.8222,0.24282983,,,,,,,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00294,0,
295,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,3.78E-06,204.39771,825.43021,969.98088,466.7304,488.14532,533.65201,0.34722753,9317.3996,0.15391969,0,0,22544.008,22458.992,25,88.158241,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00295,0,
296,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,6.43E-06,656.78776,817.39962,156.21415,439.96176,1181.4532,461.37667,0.26577438,7768.6424,0.1957935,0,0,22298.574,22222.945,25,92.447586,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00296,0,
297,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,7.78E-06,1422.3709,488.14532,881.64436,410.51625,951.24283,723.70937,0.15047801,8571.7017,0.25889101,0,0,22756.049,22670.561,25,89.773148,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00297,0,
298,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,9.46E-06,413.19312,1320.6501,541.6826,854.87572,324.8566,188.33652,0.34837476,3638.6233,0.21357553,0,0,22458.24,22375.428,25,90.623016,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00298,0,
299,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,9.84E-06,528.29828,956.59656,758.5086,1234.9904,929.82792,579.1587,0.11950287,6678.7763,0.20956023,0,0,22462.533,22375.113,25,90.299721,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00299,0,
300,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,4.55E-06,1060.9943,1291.2046,1245.6979,1170.7457,972.65774,1323.327,0.38451243,6965.5832,0.33116635,0,0,22448.92,22361.232,25,89.171928,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00300,0,
301,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,9.36E-06,836.13767,1457.1702,426.57744,1317.9732,568.45124,100,0.33919694,9279.1587,0.35181644,0,0,22316.266,22236.012,25,91.436485,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00301,0,
302,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,6.91E-06,694.26386,919.12046,1395.6023,795.9847,1328.6807,710.32505,0.18661568,7347.9924,0.3208413,0,0,22518.141,22431.703,25,89.050842,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00302,0,
303,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,5.28E-06,520.26769,878.9675,282.02677,110.70746,948.56597,761.18547,0.32600382,6028.6807,0.18202677,0,0,22756.668,22686.822,25,92.861237,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00303,0,
304,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,4.99E-06,1039.5793,1192.1606,108.03059,1039.5793,1288.5277,439.96176,0.25544933,7787.7629,0.21070746,0,0,21488.744,21408.904,25,90.834709,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00304,0,
305,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,5.02E-06,1339.3881,1200.1912,549.71319,185.65966,603.25048,1470.5545,0.12810707,10827.916,0.23135755,0,0,22904.332,22820.758,25,91.968636,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00305,0,
306,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,9.53E-06,1020.8413,1285.8509,951.24283,517.59082,528.29828,1103.8241,0.10745698,10024.857,0.30936902,0,0,22597.334,22510.686,25,89.50956,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00306,0,
307,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,7.93E-06,383.74761,830.78394,795.9847,1165.392,1478.5851,991.39579,0.291587,3294.4551,0.39770554,0,0,22441.564,22357.506,25,88.64872,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00307,0,
308,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,9.96E-06,1133.2696,164.24474,450.66922,592.54302,158.89101,878.9675,0.13154876,2892.9254,0.35927342,0,0,22575.928,22503.641,25,89.670296,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00308,0,
309,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,6.00E-06,1379.5411,1028.8719,1178.7763,611.28107,825.43021,423.90057,0.29617591,4479.9235,0.15564054,0,0,22717.854,22631.467,25,89.551346,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00309,0,
310,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,9.95E-06,148.18356,1063.6711,927.15105,207.07457,903.05927,314.14914,0.35525813,2319.3117,0.33977055,0,0,22390.814,22318.207,25,89.014519,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00310,0,
311,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,5.69E-06,212.4283,1125.239,1034.2256,247.22753,517.59082,265.96558,0.33690249,8514.3403,0.39139579,0,0,22416.049,22335.057,25,88.852951,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00311,0,
312,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,7.06E-06,1417.0172,903.05927,140.15296,793.30784,702.29446,734.41683,0.11147228,4785.8509,0.2456979,0,0,21689.062,21611.049,25,91.164436,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00312,0,
313,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,6.98E-06,1251.0516,362.3327,1261.7591,1036.9025,935.18164,969.98088,0.28470363,9929.2543,0.26634799,0,0,22686.994,22600.578,25,88.45414,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00313,0,
314,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,4.39E-06,303.44168,670.17208,180.30593,817.39962,456.02294,1181.4532,0.10229446,10082.218,0.16883365,0,0,22537.561,22458.252,25,89.236115,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00314,0,
315,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,6.84E-06,664.81836,239.19694,1031.5488,621.98853,1475.9082,1435.7553,0.28011472,5722.7533,0.15449331,0,0,22839.115,22754.631,25,87.43914,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00315,0,
316,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,6.73E-06,600.57361,961.95029,809.36902,1309.9426,314.14914,980.68834,0.33804971,6946.4627,0.29388145,0,0,22431.096,22345.711,25,89.196877,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00316,0,
317,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,7.59E-06,1336.7113,1184.13,862.90631,418.54685,359.65583,1138.6233,0.31395793,3390.0574,0.26061185,0,0,22596.596,22510.48,25,90.233337,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00317,0,
318,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,7.11E-06,651.43403,255.25813,1010.1338,113.38432,383.74761,656.78776,0.22045889,7042.065,0.27208413,0,0,22782.486,22708.838,25,87.428085,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00318,0,
319,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,4.07E-06,961.95029,844.16826,975.33461,699.61759,191.01338,750.47801,0.32026769,9565.9656,0.18833652,0,0,22747.471,22661.064,25,89.419907,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00319,0,
320,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,7.97E-06,1243.021,769.21606,1135.9465,1486.6157,801.33843,421.22371,0.17973231,5149.1396,0.19808795,0,0,22619.881,22533.541,25,89.489075,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00320,0,
321,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,5.97E-06,710.32505,841.4914,365.00956,383.74761,1221.6061,539.00574,0.2543021,3715.1052,0.3959847,0,0,22515.047,22443.953,25,91.769897,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00321,0,
322,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,8.01E-06,1360.8031,225.81262,616.6348,878.9675,466.7304,241.8738,0.19407266,9527.7247,0.18260038,0,0,22690.68,22603.545,25,90.10881,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00322,0,
323,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,3.50E-06,1296.5583,1454.4933,1154.6845,1218.9293,777.24665,1015.4876,0.19349904,6047.8011,0.39426386,0,0,22426.352,22338.645,25,89.39846,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00323,0,
324,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,3.27E-06,1304.5889,1433.0784,306.11855,771.89293,691.587,477.43786,0.26749522,5378.5851,0.1418738,0,0,21805.213,21717.422,25,93.561493,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00324,0,
325,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,7.50E-06,1208.2218,1403.6329,1077.0554,873.61377,782.60038,932.50478,0.20038241,4824.0918,0.14703633,0,0,22590.744,22504.787,25,90.203796,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00325,0,
326,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,7.70E-06,828.10707,726.38623,1157.3614,809.36902,367.68642,126.76864,0.2416826,4938.8145,0.15277247,0,0,22662.596,22576.361,25,88.765892,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00326,0,
327,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,8.82E-06,812.04589,929.82792,1331.3576,346.27151,1433.0784,381.07075,0.39827916,9068.8337,0.20095602,0,0,22558.539,22472.422,25,88.740379,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00327,0,
328,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,6.79E-06,514.91396,466.7304,948.56597,600.57361,878.9675,662.14149,0.10917782,7902.4857,0.35066922,0,0,22658.484,22572.469,25,87.768456,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00328,0,
329,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,4.78E-06,755.83174,1026.195,994.07266,271.31931,1457.1702,1050.2868,0.12581262,1133.8432,0.34608031,0,0,22781.447,22696.203,25,88.9403,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00329,0,
330,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,4.04E-06,239.19694,418.54685,707.64818,884.32122,223.13576,549.71319,0.38910134,3963.6711,0.18489484,0,0,22663.734,22578.777,25,87.264938,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00330,0,
331,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,5.86E-06,878.9675,1135.9465,576.48184,1395.6023,1018.1644,1371.5105,0.30650096,2510.5163,0.34665392,0,0,22368.27,22284.934,25,90.269119,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00331,0,
332,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,6.07E-06,145.50669,1371.5105,522.94455,196.36711,1202.8681,675.52581,0.18030593,10005.736,0.1332696,0,0,22437.277,22351.707,25,91.444328,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00332,0,
333,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,3.11E-06,442.63862,1384.8948,640.72658,646.08031,354.3021,1152.0076,0.19292543,5799.2352,0.38565966,0,0,22482.26,22401.709,25,90.013802,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00333,0,
334,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,3.41E-06,1069.0249,549.71319,429.2543,330.21033,737.09369,445.31549,0.26061185,1191.2046,0.20554493,0,0,22868.842,22790.609,25,91.824066,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00334,0,
335,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,3.96E-06,1454.4933,1400.956,373.04015,908.413,356.97897,1449.1396,0.27036329,4709.369,0.2709369,0,0,21984.266,21902.266,25,92.731201,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00335,0,
336,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,4.86E-06,624.66539,410.51625,1197.5143,204.39771,675.52581,1422.3709,0.16022945,1956.0229,0.13499044,0,0,23192.074,23104.889,25,87.660339,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00336,0,
337,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,9.40E-06,1256.4054,892.35182,793.30784,597.89675,1173.4226,1106.501,0.18948375,6143.4034,0.3541109,0,0,22540.949,22457.66,25,89.990601,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00337,0,
338,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,3.16E-06,215.10516,1178.7763,1202.8681,555.06692,1135.9465,1443.7859,0.28298279,1994.2639,0.11835564,0,0,22353.73,22267.488,25,88.374298,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00338,0,
339,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,9.26E-06,228.48948,635.37285,1406.3098,1090.4398,1178.7763,1336.7113,0.37705545,1726.5774,0.19005736,0,0,22463.154,22376.914,25,86.014191,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00339,0,
340,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,3.98E-06,1170.7457,1481.262,587.18929,1141.3002,1146.6539,308.79541,0.10860421,2013.3843,0.25717017,0,0,22336.346,22250.709,25,91.699486,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00340,0,
341,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,8.38E-06,418.54685,174.9522,1216.2524,1312.6195,686.23327,1149.3308,0.11032505,7539.1969,0.3001912,0,0,22758.49,22673.004,25,85.991882,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00341,0,
342,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,7.23E-06,889.67495,493.49904,1459.847,1208.2218,1237.6673,1194.8375,0.30191205,6774.3786,0.35296367,0,0,22587.309,22501.543,25,87.903183,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00342,0,
343,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,3.47E-06,456.02294,512.23709,174.9522,541.6826,418.54685,1269.7897,0.23709369,10751.434,0.25602294,0,0,22522.221,22447.615,25,90.59494,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00343,0,
344,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,3.04E-06,900.38241,713.00191,1371.5105,461.37667,868.26004,694.26386,0.36156788,9604.2065,0.33173996,0,0,22748.576,22662.654,25,88.247864,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00344,0,
345,LatinHyperCube,Complete,AbnormalTermination,Training,Auto,FALSE,FALSE,0,5.21E-06,164.24474,1382.218,193.69025,1438.4321,579.1587,635.37285,0.25946463,5015.2964,0.32428298,,,,,,,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00345,0,
346,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,8.22E-06,389.10134,1007.457,737.09369,158.89101,980.68834,929.82792,0.39713193,3657.7438,0.21816444,0,0,22599.6,22518.838,25,89.540436,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00346,0,
347,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,8.55E-06,1130.5927,608.60421,308.79541,718.35564,758.5086,482.79159,0.15219885,6391.9694,0.18776291,0,0,22427.102,22346.162,25,91.240097,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00347,0,
348,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,9.14E-06,940.53537,402.48566,723.70937,1301.912,300.76482,209.75143,0.24741874,2434.0344,0.23193117,0,0,22594.875,22509.922,25,88.46331,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00348,0,
349,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,6.19E-06,1192.1606,1157.3614,812.04589,841.4914,1186.8069,1026.195,0.18604207,3753.3461,0.24053537,0,0,22550.387,22462.287,25,90.864616,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00349,0,
350,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,6.60E-06,402.48566,1066.348,785.27725,1478.5851,177.62906,747.80115,0.22160612,3103.2505,0.24971319,0,0,22362.492,22276.979,25,89.271118,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00350,0,
351,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,7.56E-06,292.73423,662.14149,782.60038,375.71702,648.75717,1283.174,0.36730402,7845.1243,0.39827916,0,0,22542.035,22463.693,25,88.081085,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00351,0,
352,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,9.91E-06,1489.2925,921.79732,1093.1166,506.88337,102.67686,1253.7285,0.34206501,2625.239,0.27954111,0,0,22560.996,22474.449,25,89.591476,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00352,0,
353,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,3.33E-06,1275.1434,469.40727,1146.6539,1374.1874,276.67304,560.42065,0.21644359,11000,0.1998088,0,0,22950.885,22864.561,25,88.704826,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00353,0,
354,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,4.30E-06,881.64436,999.42639,260.61185,1446.4627,351.62524,273.99618,0.3873805,5550.6692,0.17686424,0,0,22096.443,22013.643,25,89.925026,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00354,0,
355,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,7.43E-06,199.04398,343.59465,755.83174,1259.0822,193.69025,1202.8681,0.36271511,10196.941,0.3248566,0,0,22540.404,22458.49,25,85.665909,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00355,0,
356,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,7.51E-06,332.88719,747.80115,1176.0994,935.18164,249.9044,1489.2925,0.30363289,3772.4665,0.11319312,0,0,22481.697,22396.02,25,87.648979,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00356,0,
357,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,6.04E-06,854.87572,1095.7935,959.27342,255.25813,643.40344,664.81836,0.33116635,9221.7973,0.35583174,0,0,22604.795,22524.264,25,89.529915,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00357,0,
358,LatinHyperCube,Complete,AbnormalTermination,Training,Auto,FALSE,FALSE,0,8.67E-06,351.62524,924.47419,1229.6367,265.96558,597.89675,1205.5449,0.23193117,7692.1606,0.19464627,,,,,,,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00358,0,
359,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,8.73E-06,908.413,828.10707,747.80115,1430.4015,1165.392,1309.9426,0.12638623,3237.0937,0.23078394,0,0,22520.957,22433.902,25,89.643181,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00359,0,
360,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,4.43E-06,257.93499,453.34608,643.40344,263.28872,450.66922,373.04015,0.27839388,6736.1377,0.18661568,0,0,22898.898,22816.188,25,88.150742,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00360,0,
361,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,6.05E-06,1047.6099,1047.6099,865.58317,1221.6061,1465.2008,1210.8987,0.1166348,7596.5583,0.25372849,0,0,22527.293,22439.369,25,90.171432,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00361,0,
362,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,3.64E-06,1350.0956,667.49522,986.04207,236.52008,881.64436,172.27533,0.26921606,5875.717,0.29847036,0,0,22864.707,22779.092,25,89.698235,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00362,0,
363,LatinHyperCube,Complete,AbnormalTermination,Training,Auto,FALSE,FALSE,0,6.01E-06,233.84321,1181.4532,102.67686,996.74952,1248.3748,825.43021,0.12523901,4040.153,0.183174,,,,,,,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00363,0,
364,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,3.82E-06,841.4914,1087.7629,860.22945,1178.7763,892.35182,801.33843,0.14646272,10388.145,0.15678776,0,0,22614.904,22528.377,25,90.145538,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00364,0,
365,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,7.46E-06,156.21415,1020.8413,779.92352,1101.1472,846.84512,1130.5927,0.25602294,6200.7648,0.16596558,0,0,22231.916,22146.525,25,89.133545,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00365,0,
366,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,9.93E-06,905.73614,1138.6233,300.76482,445.31549,1497.3231,431.93117,0.38967495,4365.2008,0.27609943,0,0,22392.23,22317.131,25,92.73159,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00366,0,
367,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,9.49E-06,1497.3231,721.0325,1192.1606,1411.6635,295.41109,809.36902,0.26405354,9432.1224,0.25200765,0,0,22551.086,22464.473,25,89.327316,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00367,0,
368,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,5.06E-06,1427.7247,1093.1166,399.8088,1243.021,1157.3614,1127.9159,0.13441683,6850.8604,0.27782027,0,0,22078.377,21994.928,25,91.708923,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00368,0,
369,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,5.14E-06,678.20268,158.89101,729.0631,156.21415,287.3805,356.97897,0.33001912,10713.193,0.14875717,0,0,23017.244,22936.238,25,87.763199,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00369,0,
370,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,6.61E-06,576.48184,742.44742,597.89675,1087.7629,1483.9388,1267.1128,0.29101338,3026.7686,0.20783939,0,0,22535.377,22448.494,25,89.999168,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00370,0,
371,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,4.24E-06,166.92161,1323.327,670.17208,290.05736,1352.7725,881.64436,0.29043977,5130.0191,0.30592734,0,0,22361.957,22277.951,25,90.280998,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00371,0,
372,LatinHyperCube,Complete,NormalTermination,Training,Auto,FALSE,TRUE,0,6.88E-06,108.03059,1408.9866,1384.8948,244.55067,308.79541,121.41491,0.24913958,2070.7457,0.16022945,0,0,22043.295,21958.293,25,89.402641,DESKTOP-SDN3ES6,KYS_AI.cmsd\KYS_AI_00372,0,
